"3","4","5","6","7","8","9","10","14","15","16","17","18","19","21","22","24","26","28","30","31","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","53","54","57"
-0.1444151875,-0.2474271975,-0.269840017,-0.2625786355,-0.15077705,-0.14370636,-0.27101828,-0.076668183,0.1017066265,-0.12533297605,0.34323031985,-0.16952389,-0.35563678,-0.13610882705,-0.0838168315,0.210537425,0.2114873478,-0.3013129,-0.24420635,-0.261490919,0.109734015,-0.0823493,-0.066369745,-0.0410105954,0.0900594,-0.112987834,0.295664192,0.19616335,-0.06391856,-0.12330948,0.072025775,-0.2213468,-0.102309733,-0.15161643,-0.101661745,-0.150036126,-0.055905891,-0.15414506,-0.1887744905,-0.387027431,-0.233332321,-0.189296134,0.060504796
0.0409371486,0.0339579845,-0.081820127,-0.0375472355,-0.21975185,-0.01604983,-0.15619738,0.130010538,0.1676751848,-0.00466518745,0.41790897575,-0.06491674,-0.18029998,0.06221407345,0.0641926135,0.152583225,0.1002162107,-0.0253315,0.060768441,-0.103189546,0.047699367,-0.0373469,0.000322065,-0.0249845041,0.108415,-0.049673284,0.369333685,0.26249615,0.087684625,0.00033885,-0.023855065,-0.1099963,0.084673508,0.00733137,0.068341945,0.002967694,-0.018220798,-0.01548187,0.0152413845,-0.267025064,-0.061993508,-0.004315795,0.275347071
0.0989124343,0.1749162635,0.065180546,0.0827499845,-0.32261265,0.10529771,0.11713039,0.19500987,0.3206656169,0.09566533815,0.56057678975,0.1144287,-0.0360061,0.06793300775,0.0768628845,0.119343465,0.1012176624,0.0383506,0.08744896,-0.080484961,0.2177217,-0.0003381,0.131969015,0.1366939115,0.0769842,0.051666443,0.498350726,0.38449965,0.058017379,0.10734088,-0.022899565,0.0680184,0.050666837,0.10433003,0.089666535,0.106960924,0.094419132,-0.01280285,0.0932074915,-0.202701313,0,0.108348838,0.068674559
0.1002593963,0.1962532545,0.120515339,0.1294258645,-0.32775595,0.08332166,0.09368742,0.234338371,0.3383526846,0.13233886725,0.61123470565,0.15609065,0.01569496,0.10226687555,0.1298548035,0.100482375,-0.0025669257,-0.0123211,0.121782073,-0.025166923,0.187693663,0.0086612,0.156961125,0.1810369993,0.2527139,0.085015198,0.537674316,0.44448615,0.122069168,0.10599998,-0.111328055,0.1390151,0.05234246,0.15535628,0.125009085,0.150966247,0.107438396,0.08151419,0.1188913505,-0.198373518,0.028330643,0.146699081,0.026637451
0.0586045227,0.0862115305,-0.038486345,0.0370790145,-0.13714935,-0.01238607,-0.02835445,0.1463159,0.1753245599,-0.05434145925,0.09387866405,0.03711026,-0.0420397,0.03589453255,0.0972633105,0.117483585,0.0539786355,0.0364176,0.076154698,-0.138793804,0.16898075,-0.0159947,0.006577535,-0.0109674659,0.120375,-0.006261105,0.003074265,0.27650375,0.097302504,0.03000472,-0.138174825,-0.0208296,0.137070217,0.06161208,0.089680245,0.069632424,-0.022873213,-0.01278222,0.0285655995,-0.231363143,-0.029315742,0.072672797,0.084635255
-0.103777295,-0.0180357015,-0.224156651,-0.1069771355,-0.19621875,-0.10797969,-0.05788297,-0.007680356,-0.0973226229,-0.22267599935,-0.01510757405,-0.13328612,-0.12978766,-0.07580222355,-0.0571085595,0.152136955,0.0776899707,-0.0369533,-0.004228553,-0.278166358,0.00344404899999999,-0.0793415,-0.154030245,-0.1599696908,-0.043591,-0.160661481,-0.087575671,0.09150385,0.066689807,-0.15869987,-0.169316845,-0.1383148,0.034340543,-0.00572249,-0.032624395,-0.111434795,-0.178677461,-0.10908974,-0.1031317465,-0.314793998,-0.154325178,-0.127607871,0.092567412
-0.0530723964,0.0206004625,-0.025463446,-0.0205748755,-0.28255645,-0.05757796,-0.00720402,0.052319255,0.0597004921,-0.10934040345,0.05093889155,-0.04823648,-0.10828832,-0.03077558955,-0.0171523915,0.152757025,0.0521263786,-0.0173251,0.048761228,-0.191820748,0.088083234,-0.0763504,-0.050630495,-0.0183060885,-0.039965,-0.038660811,-0.002987474,0.14416075,0.009684609,-0.0506658,-0.170573965,-0.02664,0.032340977,0.01631147,0.016697035,-0.025380422,-0.081905796,-0.02613861,-0.0551300005,-0.24870474,-0.11532317,0.014781926,0.054699725
0.1213868557,0.1507141545,0.025864548,0.1268167645,-0.46924335,0.04171342,0.04646614,0.15037115,0.289777695,0.00298900005,0.16965847395,0.08989022,-0.17580681,0.15189771305,0.0955241735,0.070543135,-0.0683121844,0.0571129,0.162451815,-0.077833877,0.24783998,0.0229781,0.095382775,0.1143687248,0.0723799,0.081035873,0.122675055,0.30615055,0.103682135,0.09702034,-0.202977575,0.0518929,0.087444474,0.14370377,0.133996575,0.099634052,0.102771501,0.02386925,0.0665746945,-0.02605976,0.005312328,0.087027354,-0.108181962
-0.079375048,0.0046542215,-0.042152446,-0.0519041655,-0.30668555,-0.11146945,-0.09586251,0.129297035,0.0416728233,0.01499719665,0.10262386015,-0.01061715,-0.1286338,0.04222657175,-0.0457761845,0.058150395,-0.0992983987,0.0210007,0.08910661,-0.17347958,0.112059052,-0.0209703,-0.054358125,-0.0356378404,0.0240496,-0.058,-0.008002571,0.3679892,0.120372837,0.06798787,-0.204736425,-0.067923,0.0860530575,-0.00933527,0.1238329,-0.074428409,0.01014299,-0.061523,-0.0707761005,-0.112624361,-0.054639818,0.014678862,-0.060645145
